title,authors,publisher,publishedDate,description,industryIdentifiers,readingModes,pageCount,printType,categories,maturityRating,allowAnonLogging,contentVersion,panelizationSummary,imageLinks,language,previewLink,infoLink,canonicalVolumeLink,averageRating,ratingsCount,subtitle,comicsContent,seriesInfo
The Next Person You Meet in Heaven,['Mitch Albom'],Hachette UK,2018-10-09,"THE LIFE-AFFIRMING FOLLOW UP TO THE GLOBAL PHENOMENON THE FIVE PEOPLE YOU MEET IN HEAVEN, FROM THE MASTER STORYTELLER WHOSE BOOKS HAVE TOUCHED THE HEARTS OF OVER 40 MILLION READERS 'Mitch Albom sees the magical in the ordinary' Cecilia Ahern __________ No act done for someone else is ever wasted. The accident that killed Eddie left an indelible mark on Annie. Only a girl at the time, injured, scarred, and unable to remember why, Annie's life is forever changed by the incident. Bullied by her peers and haunted by something she cannot recall, Annie struggles to find acceptance as she grows. When, as a young woman, she reconnects with Paulo, her childhood love, she believes she has finally found happiness. But when her wedding day ends in an unimaginable accident, Annie finds herself on her own heavenly journey. It will lead her to her very own five people, whose responsibility it falls on to teach her about the meaning of her life, and to her inevitable reunion with Eddie. __________ WHAT READERS ARE SAYING ABOUT THE NEXT PERSON YOU MEET IN HEAVEN 'The story has your heart in a million pieces whilst you smile and simply can't wait to read what happens next' 'A master storyteller!' 'A perfect end to an already perfect story. It is truly a gift for any reader' 'Anyone who read the first book would expect this second book to be a work of art. It is just that' 'Mitch Albom knows how to tug on the heartstrings!'","[{'type': 'ISBN_13', 'identifier': '9780751571882'}, {'type': 'ISBN_10', 'identifier': '0751571881'}]","{'text': True, 'image': False}",224.0,BOOK,['Fiction'],NOT_MATURE,True,1.3.3.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=XftNDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=XftNDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=XftNDwAAQBAJ&printsec=frontcover&dq=intitle:THE+NEXT+PERSON+YOU+MEET+IN+HEAVEN&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=XftNDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=XftNDwAAQBAJ,,,A gripping and life-affirming novel from a globally bestselling author,,
SPIRITUAL COLOURS and Their Meanings - in HOLY GHOST SCHOOL,['LaFAMCALL (Endtime) Ministries'],,2018-08-05,"SPIRITUAL COLOURS and their meanings - In HOLY GHOST SCHOOL By LaFAMCALL (Endtime) MinistriesSummarized versionIn our Holy Ghost School dreams, one interesting aspect is that of spiritual Colours! People see colours in their dreams, as God uses these to teach and give us messages, it therefore becomes necessary for us to know the meanings of these colors.God has always been interested in colours. In Exodus 28:1 -6, God told Moses to make holy garments for Aaron, the high priest, and He gave him specific instructions about the colours....and they shall make garments for Aaron thy brother, and his sons, that he may minister unto Me in the priest's office... of blue, and of purple, of scarlet and fine line (Exodus 28:4-6)Today, God still speaks about colours, this time spiritual colours through, and so we have to know their meanings. Spiritual colours are the colours we see in our dreams. We are not talking about physical colours that we have in the wardrobes and elsewhere. There is nothing wrong with any physical colours, as far as we know. We are only talking about the spiritual significance of the colours that God brings to teach us in dreams and visions, in Holy Ghost School. We should not in any way try to apply these discussions to the physical colours of our dresses and other materials we have. That is not the purpose.About HOLY GHOST SCHOOLGod's End-time Programme for the Preparation and Perfection of the Bride of ChristThat He might present it to Himself a glorious church, not having spot, or wrinkle, or any such thing, but that it should be holy, and without blemish (Ephesians 5: 27).- LaFAMCALL (End-time) Ministries","[{'type': 'ISBN_10', 'identifier': '1718058608'}, {'type': 'ISBN_13', 'identifier': '9781718058606'}]","{'text': False, 'image': False}",29.0,BOOK,,NOT_MATURE,False,preview-1.0.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}",,en,http://books.google.nl/books?id=KLlKvAEACAAJ&dq=intitle:HOLY+GHOST&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=KLlKvAEACAAJ&dq=intitle:HOLY+GHOST&hl=&source=gbs_api,https://books.google.com/books/about/SPIRITUAL_COLOURS_and_Their_Meanings_in.html?hl=&id=KLlKvAEACAAJ,,,,,
The Clockmaker's Daughter,['Kate Morton'],Washington Square Press,2019-05-21,"INSTANT NEW YORK TIMES BESTSELLER From the author of the New York Times bestseller Homecoming—“An ambitious, compelling historical mystery with a fabulous cast of characters…Kate Morton at her very best.” —Kristin Hannah “An elaborate tapestry…Morton doesn’t disappoint.” —The Washington Post ""Classic English country-house Goth at its finest."" —New York Post In the depths of a 19th-century winter, a little girl is abandoned on the streets of Victorian London. She grows up to become in turn a thief, an artist’s muse, and a lover. In the summer of 1862, shortly after her eighteenth birthday, she travels with a group of artists to a beautiful house on a bend of the Upper Thames. Tensions simmer and one hot afternoon a gunshot rings out. A woman is killed, another disappears, and the truth of what happened slips through the cracks of time. It is not until over a century later, when another young woman is drawn to Birchwood Manor, that its secrets are finally revealed. Told by multiple voices across time, this is an intricately layered, richly atmospheric novel about art and passion, forgiveness and loss, that shows us that sometimes the way forward is through the past.","[{'type': 'ISBN_13', 'identifier': '9781451649413'}, {'type': 'ISBN_10', 'identifier': '145164941X'}]","{'text': False, 'image': False}",496.0,BOOK,['Fiction'],NOT_MATURE,False,1.3.2.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=fTyUDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=fTyUDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=fTyUDwAAQBAJ&printsec=frontcover&dq=intitle:THE+CLOCKMAKER%27S+DAUGHTER&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=fTyUDwAAQBAJ&dq=intitle:THE+CLOCKMAKER%27S+DAUGHTER&hl=&source=gbs_api,https://books.google.com/books/about/The_Clockmaker_s_Daughter.html?hl=&id=fTyUDwAAQBAJ,,,A Novel,,
Every Breath,['Nicholas Sparks'],Hachette UK,2018-10-16,"'One of the best love stories I have ever read. It made me cry and laugh in equal measures' Reader review 'This book made my heart hurt and burst! I am in awe . . . This is a must read . . . Loved this book so very much!' Reader review 'Absolutely shredded my heart . . . What a beautiful story of second chances, love, guilt and fate . . . you won't be able to stop until you know what happens' Goodreads reviewer ________________________ From the number one bestselling author of The Notebook and Two by Two comes an unforgettable tale of enduring love . . . Hope Anderson is at a crossroads. After six years with her boyfriend, she is no longer sure what she wants, and when her father becomes ill she heads to her family's cottage at Sunset Beach in North Carolina to make some difficult decisions. Tru Walls has been summoned across an ocean from where he was born and raised in Zimbabwe by a letter from a man claiming to be his father. In journeying to Sunset Beach, Tru hopes to unravel the mystery surrounding his mother's life, but the letter will lead him in an unexpected direction. When these two strangers' paths cross, their chance encounter sets in motion a heart-breaking story - one that will transcend decades, continents and the workings of fate. ________________________ Praise for multi-million-copy bestseller phenomenon, Nicholas Sparks: 'Deeply moving and I was captivated . . . fans are going to adore this latest, beautifully written tale' Daily Mail 'A powerful read that tugs at the heartstrings' OK! Magazine 'When it comes to tales about love, Nicholas Sparks is one of the undisputed kings' Heat 'An absorbing page-turner' Daily Mail 'A fiercely romantic and touching tale' Heat on The Longest Ride 'An A-grade romantic read' OK! on Safe Haven 'This one won't leave a dry eye' Daily Mirror on The Lucky One","[{'type': 'ISBN_13', 'identifier': '9780751567779'}, {'type': 'ISBN_10', 'identifier': '0751567779'}]","{'text': True, 'image': False}",320.0,BOOK,['Fiction'],NOT_MATURE,True,1.3.2.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=iy1SDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=iy1SDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=iy1SDwAAQBAJ&printsec=frontcover&dq=intitle:EVERY+BREATH&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=iy1SDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=iy1SDwAAQBAJ,,,A captivating story of enduring love from the author of The Notebook,,
Unsheltered,['Barbara Kingsolver'],Faber & Faber,2018-10-16,"**NOW INCLUDING THE FIRST CHAPTER OF DEMON COPPERHEAD** WINNER OF THE PULITZER PRIZE FOR FICTION TWICE WINNER OF THE WOMEN'S PRIZE FOR FICTION THE MULTI-MILLION COPY BESTSELLING AUTHOR 'Magnificent.' The Times, 'Books of the Year' 'Gripping.' Grazia 'Peerless.' Daily Mail 'Wise.' Sunday Times Meet Willa Knox, a woman who stands braced against a world which seems to hold little mercy for her and her family - or their old, crumbling house, falling down around them. Willa's two grown-up children, a new-born grandchild, and her ailing father-in-law have all moved in at a time when life seems at its most precarious. But when Willa discovers that a pioneering female scientist lived on the same street in the 1800s, could this historical connection be enough to save their home from ruin? And can Willa, despite the odds, keep her family together?","[{'type': 'ISBN_13', 'identifier': '9780571347063'}, {'type': 'ISBN_10', 'identifier': '0571347061'}]","{'text': True, 'image': True}",508.0,BOOK,['Fiction'],NOT_MATURE,True,1.9.12.0.preview.3,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=xNliDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=xNliDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=xNliDwAAQBAJ&printsec=frontcover&dq=intitle:UNSHELTERED&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=xNliDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=xNliDwAAQBAJ,5.0,1.0,"Author of Demon Copperhead, Winner of the Women's Prize for Fiction",,
"Bede, The Reckoning of Time","['Beda (Venerabilis.)', 'Beda Venerabilis (helgon.)', 'el Venerable Beda (Santo)', 'Bede Venerabilis Staff', 'Bede, the Venerable, Saint, 673-735']",Liverpool University Press,1999-01-01,"From the patristic age until the Gregorian calendar reform of 1582, computus -- the science of time reckoning and art of calendar construction -- was a matter of intense concern. Bede's The Reckoning of Time (De temporum ratione) was the first comprehensive treatise on this subject and the model and reference for all subsequent teaching discussion and criticism of the Christian calendar. It is a systematic exposition of the Julian solar calendar and the Paschal table of Dionysius Exiguus, with their related formulae for calculating dates. But it is more than a technical handbook. Bede sets calendar lore within a broad scientific framework and a coherent Christian concept of time, and incorporates themes as diverse as the theory of tides and the doctrine of the millennium. This translation of the full text of The Reckoning of Time includes an extensive historical introduction and a chapter-by-chapter commentary. It will interest historians of medieval science, theology, and education, Bede scholars and Anglo-Saxonists, liturgists, and Church historians. It will also serve as an accessible introduction to computus itself. Generations of medieval computists nourished their expertise in Bede's orderly presentation; modern scholars in quest of safe passage through this complex terrain can hope for no better guide.","[{'type': 'ISBN_13', 'identifier': '9780853236931'}, {'type': 'ISBN_10', 'identifier': '0853236933'}]","{'text': False, 'image': True}",585.0,BOOK,['History'],NOT_MATURE,False,1.3.3.0.preview.1,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=yFsw-Vaup6sC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=yFsw-Vaup6sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=yFsw-Vaup6sC&printsec=frontcover&dq=intitle:THE+RECKONING&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=yFsw-Vaup6sC&dq=intitle:THE+RECKONING&hl=&source=gbs_api,https://books.google.com/books/about/Bede_The_Reckoning_of_Time.html?hl=&id=yFsw-Vaup6sC,,,,,
Elevation,['Stephen King'],Le Livre de Poche,2019-04-03,"Dans la petite ville de Castle Rock, les rumeurs circulent vite. Trop vite. C’est pourquoi Scott Carey ne veut confier son secret à nul autre que son ami le docteur Bob Ellis. Car avec ou sans vêtements, sa balance affiche la même chose, et chaque jour son poids diminue invariablement. Que se passera-t-il quand il ne pèsera plus rien ? Scott doit également faire face à un autre problème : les chiens de ses nouvelles voisines ont décidé que sa pelouse était le lieu idéal pour faire leurs besoins. Entre le couple et Scott, la guerre est déclarée. Mais lorsqu’il comprend que le comportement des habitants de Castle Rock, y compris le sien, envers les deux femmes mariées met en péril le restaurant qu’elles ont ouvert en ville, il décide de mettre son « pouvoir » à contribution pour les aider. Un roman joyeux, exaltant et teinté de tristesse. Entertainment Weekly. Édition illustrée. Traduit de l’anglais (États-Unis) par Michel Pagel.","[{'type': 'ISBN_13', 'identifier': '9782253258681'}, {'type': 'ISBN_10', 'identifier': '2253258687'}]","{'text': True, 'image': True}",160.0,BOOK,['Fiction'],NOT_MATURE,True,1.3.3.0.preview.3,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=zLCKDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=zLCKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",fr,http://books.google.nl/books?id=zLCKDwAAQBAJ&printsec=frontcover&dq=intitle:ELEVATION&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=zLCKDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=zLCKDwAAQBAJ,,,,,
Dark Sacred Night,['Michael Connelly'],Hachette UK,2018-10-30,"Harry Bosch teams up with LAPD Detective Renée Ballard to face the unsolved murder of a runaway, and the fight to bring a killer to justice. Detective Renée Ballard is working the night beat -- known in LAPD slang as ""the late show"" -- and returns to Hollywood Station in the early hours to find a stranger rifling through old file cabinets. The intruder is retired detective Harry Bosch, working a cold case that has gotten under his skin. Ballard can't let him go through department records, but when he leaves, she looks into the case herself and feels a deep tug of empathy and anger. She has never been the kind of cop who leaves the job behind at the end of her shift -- and she wants in. The murder, unsolved, was of fifteen-year-old Daisy Clayton, a runaway on the streets of Hollywood who was brutally killed, her body left in a dumpster like so much trash. Now Ballard joins forces with Bosch to find out what happened to Daisy, and to finally bring her killer to justice. Along the way, the two detectives forge a fragile trust, but this new partnership is put to the test when the case takes an unexpected and dangerous turn. Dark Sacred Night for the first time brings together these two powerhouse detectives in a riveting story that unfolds with furious momentum. And it shows once more why ""there's no doubt Connelly is a master of crime fiction"" (Associated Press).","[{'type': 'ISBN_13', 'identifier': '9780316486675'}, {'type': 'ISBN_10', 'identifier': '0316486671'}]","{'text': True, 'image': False}",448.0,BOOK,['Fiction'],NOT_MATURE,True,1.17.17.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=Hp9IDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=Hp9IDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=Hp9IDwAAQBAJ&printsec=frontcover&dq=intitle:DARK+SACRED+NIGHT&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=Hp9IDwAAQBAJ&dq=intitle:DARK+SACRED+NIGHT&hl=&source=gbs_api,https://books.google.com/books/about/Dark_Sacred_Night.html?hl=&id=Hp9IDwAAQBAJ,,,,,
"Using Tenses in English: Past, Present, Future",['Manik Joshi'],Manik Joshi,2014-10-25,"This Book Covers The Following Topics: What are “Tenses”? AGREEMENT between SUBJECT and VERB TWENTY-FOUR Auxiliary Verbs REGULAR AND IRREGULAR VERBS PRESENT TENSE Present Indefinite Tense Present Continuous/Progressive Tense Present Perfect Tense Present Perfect Continuous/Progressive Tense PAST TENSE Past Indefinite Tense Past Continuous/Progressive Tense Past Perfect Tense Past Perfect Continuous/Progressive Tense FUTURE TENSE Future Indefinite Tense Future Continuous/Progressive Tense Future Perfect Tense Future Perfect Continuous/Progressive Tense Useful Notes Exercises Sample This: Tenses could be defined as “any of the form of a verb that may be used to show the time of the action or an event or state expressed by the verb”. THERE ARE THREE KINDS OF TENSES: The Past Tense – The form of a verb that usually expresses an action that happened in the past [Action happened before present] The Present Tense – The form of a verb that usually expresses an action that happens at this time [Action happens in present] The Future Tense – The form of a verb that usually expresses an action that will happen in future [Action will happen after present] EACH OF THESE THREE KINDS OF SENTENCES HAS FOUR TYPES OF FORMS: Indefinite or Simple Form Continuous or Progressive Form Perfect Form Perfect Continuous or Perfect Progressive Form EACH OF THESE FOUR TYPES OF FORMS HAS FOUR KINDS OF STATEMENTS: Affirmative Statement -- Used to Show ‘Agreement’ Negative Statement -- Used to Show ‘Disagreement’ Interrogative Statement -- Used to Ask ‘Question’ Interrogative-Negative Statement -- Used to Ask ‘Question’ and Show ‘Disagreement’ Present Indefinite Tense Expresses – Permanent situation [in the past, present and future] Example: Our family lives in Seattle. General truth (fact or statement) Example: Clean water is fundamental to public health. Example: Many barrages have no utility and cause floods. Habitual action [actions that occur regularly] Example: She listens to music every day. ‘Future meaning’ (timetable, planned event, etc.) Example: My shop closes at 9 pm. Example: The train arrives at 7:30 pm. Traditions, rituals, customs Example: Indians celebrate the festival of light in the month of Oct-Nov. Commands and Instructions [Imperative Sentences] [Note: In imperatives, subject ‘you’ remains hidden] Example: Condemn perpetrators of terrorism. Example: Promote values of humanity and tolerance. Example: Tell us about the exact nature of your work. Used in if-clause of present and future real conditional sentences Example: If I go there, I meet him. Example: If things don't work out, we won't be panicked. Headlines in news reporting [Use of simple present tense instead of the simple past tense is common in news headlines] Example: Flight skids on landing at the airport. Example: Thunderstorm brings relief to residents. (A). AFFIRMATIVE PATTERN – subject + first form of main verb + other words Singular Verb is used with the subject ‘He and She’ + All Singular Subjects. Plural Verb is used with the subject ‘I, We, You and They’ + All Plural Subjects. Examples: He/She talks. I/We/You/They talk. We seek opportunities to chart out our own course. The lean margin of victory or defeat gives an impression of a tough contest. Nowadays, voters value development over other issues. They want civic amenities and employment opportunities. (B). NEGATIVE PATTERN – subject + auxiliary verb ‘do/does’ + not + first form of main verb + other words Auxiliary Verb ‘Does’ is used with the subject ‘He and She’ + All Singular Subjects. Auxiliary Verb ‘Do’ is used with the subject ‘I, We, You and They’ + All Plural Subjects. Examples: He/She does not talk. I/We/You/They do not talk. Most buses do not cater to interior parts of the villages. He does not know what to say.",,"{'text': True, 'image': True}",76.0,BOOK,['Language Arts & Disciplines'],NOT_MATURE,True,1.9.10.0.preview.3,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=8DSiBQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=8DSiBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=8DSiBQAAQBAJ&printsec=frontcover&dq=intitle:PAST+TENSE&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=8DSiBQAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=8DSiBQAAQBAJ,4.0,1.0,,,
Nine Perfect Strangers,['Liane Moriarty'],Pan,2021-07-27,"From the no. 1 New York Times bestselling author of The Husband's Secret, and Big Little Lies with new novel Apples Never Fall out now.NOW A MAJOR TV MINISERIES ON AMAZON PRIMEThe retreat at health and wellness resort Tranquillum House promises total transformation. Nine stressed city dwellers are keen to drop their literal and mental baggage, and absorb the meditative ambience while enjoying their hot stone massages. Watching over them is the resort's director, a woman on a mission to reinvigorate their tired bodies and minds. These nine perfect strangers have no idea what is about to hit them.With her wit, compassion and uncanny understanding of human behaviour, Liane Moriarty explores the depth of connection that can be formed when people are thrown together in... unconventional circumstances. LONGLISTED FOR THE ABIA GENERAL FICTION BOOK OF THE YEAR 2019 LONGLISTED FOR THE INDIE BOOK AWARD FOR FICTION 2019 PRAISE FOR NINE PERFECT STRANGERS""She is...both hugely popular yet subversive...Nine Perfect Strangers shows Moriarty still taking risks with fiction...weighty issues writ with humour and a light touch. The hammer is still in the handbag, ready to smash a glass window or two."" Lucy Sussex, The Australian ""Welcome to Tranquillum House where those Perfect Strangers ... have come to sort out their lives ...This gives Moriarty the opportunity to do what she does best, write about the human condition and connections that bind us all, with wicked humour, empathy and compassion - and a little bit of danger thrown in."" Frances Whiting, Courier MailPRAISE FOR LIANE MORIARTY""One of the few writers I'll drop anything for. Her books are wise, honest, beautifully observed..."" Jojo Moyes""Moriarty is a deft storyteller who creates believable, relatable characters."" Washington Post""Moriarty is brilliant at her craft, all the time cranking up the suspense."" The Age""funny and scary"" Stephen King""Sharply intelligent"" Entertainment Weekly""Mistress of the razor-sharp observation"" Kate Morton","[{'type': 'ISBN_10', 'identifier': '1760987247'}, {'type': 'ISBN_13', 'identifier': '9781760987244'}]","{'text': False, 'image': False}",512.0,BOOK,['City dwellers'],NOT_MATURE,False,preview-1.0.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=4gWXzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=4gWXzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=4gWXzgEACAAJ&dq=intitle:NINE+PERFECT+STRANGERS&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=4gWXzgEACAAJ&dq=intitle:NINE+PERFECT+STRANGERS&hl=&source=gbs_api,https://books.google.com/books/about/Nine_Perfect_Strangers.html?hl=&id=4gWXzgEACAAJ,,,TV Tie-In,,
Look Alive Twenty-Five,['Janet Evanovich'],Penguin,2018-11-13,"Stephanie Plum faces the toughest puzzle of her career in the twenty-fifth entry in Janet Evanovich's #1 New York Times-bestselling series. There's nothing like a good deli, and the Red River Deli in Trenton is one of the best. World-famous for its pastrami, cole slaw, and for its disappearing managers. Over the last month, three have vanished from the face of the earth, and the only clue in each case is one shoe that's been left behind. The police are baffled. Lula is convinced that it's a case of alien abduction. Whatever it is, they'd better figure out what's going on before they lose their new manager, Ms. Stephanie Plum.","[{'type': 'ISBN_13', 'identifier': '9780399179235'}, {'type': 'ISBN_10', 'identifier': '0399179232'}]","{'text': True, 'image': False}",320.0,BOOK,['Fiction'],NOT_MATURE,True,2.8.6.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=8dVNDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=8dVNDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=8dVNDwAAQBAJ&printsec=frontcover&dq=intitle:LOOK+ALIVE+TWENTY-FIVE&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=8dVNDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=8dVNDwAAQBAJ,,,A Stephanie Plum Novel,,
Long Road to Mercy,['David Baldacci'],Grand Central Publishing,2020-02-04,"Introducing a remarkable new character from #1 New York Times bestselling writer David Baldacci: Atlee Pine, an FBI agent with special skills assigned to the remote wilds of the southwestern United States who must confront a new threat . . . and an old nightmare. Eeny, meeny, miny, moe. Catch a tiger by its toe. It's seared into Atlee Pine's memory: the kidnapper's chilling rhyme as he chose between six-year-old Atlee and her twin sister, Mercy. Mercy was taken. Atlee was spared. She never saw Mercy again. Three decades after that terrifying night, Atlee Pine works for the FBI. She's the lone agent assigned to the Shattered Rock, Arizona resident agency, which is responsible for protecting the Grand Canyon. So when one of the Grand Canyon's mules is found stabbed to death at the bottom of the canyon-and its rider missing-Pine is called in to investigate. It soon seems clear the lost tourist had something more clandestine than sightseeing in mind. But just as Pine begins to put together clues pointing to a terrifying plot, she's abruptly called off the case. If she disobeys direct orders by continuing to search for the missing man, it will mean the end of her career. But unless Pine keeps working the case and discovers the truth, it could spell the very end of democracy in America as we know it... ""Love it!"" --Lisa Gardner""Atlee Pine is unforgettable."" --James Patterson ""David Baldacci's best yet."" --Lisa Scottoline ""Heart-poundingly suspenseful."" --Scott Turow ""A stunning debut."" --Douglas Preston ""A perfect blend of action, secrets, and conspiracies."" --Steve Berry ""Baldacci is at the top of his game."" --Kathy Reichs","[{'type': 'ISBN_10', 'identifier': '1538761548'}, {'type': 'ISBN_13', 'identifier': '9781538761540'}]","{'text': False, 'image': False}",464.0,BOOK,['Fiction'],NOT_MATURE,False,preview-1.0.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=asP3xQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=asP3xQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=asP3xQEACAAJ&dq=intitle:LONG+ROAD+TO+MERCY&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=asP3xQEACAAJ&dq=intitle:LONG+ROAD+TO+MERCY&hl=&source=gbs_api,https://books.google.com/books/about/Long_Road_to_Mercy.html?hl=&id=asP3xQEACAAJ,,,,,
